Date,High,Low,Open,Close,Volume,Adj Close
2009-10-26,1091.75,1065.22998046875,1080.3599853515625,1066.949951171875,6363380000,1066.949951171875
2009-10-27,1072.47998046875,1060.6199951171875,1067.5400390625,1063.4100341796875,5337380000,1063.4100341796875
2009-10-28,1063.260009765625,1042.18994140625,1061.510009765625,1042.6300048828125,6600350000,1042.6300048828125
2009-10-29,1066.8299560546875,1043.68994140625,1043.68994140625,1066.1099853515625,5595040000,1066.1099853515625
2009-10-30,1065.4100341796875,1033.3800048828125,1065.4100341796875,1036.18994140625,6512420000,1036.18994140625
2009-11-02,1052.1800537109375,1029.3800048828125,1036.1800537109375,1042.8800048828125,6202640000,1042.8800048828125
2009-11-03,1046.3599853515625,1033.93994140625,1040.9200439453125,1045.4100341796875,5487500000,1045.4100341796875
2009-11-04,1061.0,1045.1500244140625,1047.1400146484375,1046.5,5635510000,1046.5
2009-11-05,1066.6500244140625,1047.300048828125,1047.300048828125,1066.6300048828125,4848350000,1066.6300048828125
2009-11-06,1071.47998046875,1059.3199462890625,1064.949951171875,1069.300048828125,4277130000,1069.300048828125
2009-11-09,1093.18994140625,1072.31005859375,1072.31005859375,1093.0799560546875,4460030000,1093.0799560546875
2009-11-10,1096.4200439453125,1087.4000244140625,1091.8599853515625,1093.010009765625,4394770000,1093.010009765625
2009-11-11,1105.3699951171875,1093.81005859375,1096.0400390625,1098.510009765625,4286700000,1098.510009765625
2009-11-12,1101.969970703125,1084.9000244140625,1098.31005859375,1087.239990234375,4160250000,1087.239990234375
2009-11-13,1097.7900390625,1085.3299560546875,1087.5899658203125,1093.47998046875,3792610000,1093.47998046875
2009-11-16,1113.68994140625,1094.1300048828125,1094.1300048828125,1109.300048828125,4565850000,1109.300048828125
2009-11-17,1110.52001953125,1102.18994140625,1109.219970703125,1110.3199462890625,3824070000,1110.3199462890625
2009-11-18,1111.0999755859375,1102.699951171875,1109.43994140625,1109.800048828125,4293340000,1109.800048828125
2009-11-19,1106.43994140625,1088.4000244140625,1106.43994140625,1094.9000244140625,4178030000,1094.9000244140625
2009-11-20,1094.6600341796875,1086.81005859375,1094.6600341796875,1091.3800048828125,3751230000,1091.3800048828125
2009-11-23,1112.3800048828125,1094.8599853515625,1094.8599853515625,1106.239990234375,3827920000,1106.239990234375
2009-11-24,1107.56005859375,1097.6300048828125,1105.8299560546875,1105.6500244140625,3700820000,1105.6500244140625
2009-11-25,1111.1800537109375,1104.75,1106.489990234375,1110.6300048828125,3036350000,1110.6300048828125
2009-11-27,1105.469970703125,1083.739990234375,1105.469970703125,1091.489990234375,2362910000,1091.489990234375
2009-11-30,1097.239990234375,1086.25,1091.0699462890625,1095.6300048828125,3895520000,1095.6300048828125
2009-12-01,1112.280029296875,1098.8900146484375,1098.8900146484375,1108.8599853515625,4249310000,1108.8599853515625
2009-12-02,1115.5799560546875,1105.2900390625,1109.030029296875,1109.239990234375,3941340000,1109.239990234375
2009-12-03,1117.280029296875,1098.739990234375,1110.5899658203125,1099.9200439453125,4810030000,1099.9200439453125
2009-12-04,1119.1300048828125,1096.52001953125,1100.4300537109375,1105.97998046875,5781140000,1105.97998046875
2009-12-07,1110.719970703125,1100.8299560546875,1105.52001953125,1103.25,4103360000,1103.25
2009-12-08,1103.0400390625,1088.6099853515625,1103.0400390625,1091.93994140625,4748030000,1091.93994140625
2009-12-09,1097.0400390625,1085.8900146484375,1091.0699462890625,1095.949951171875,4115410000,1095.949951171875
2009-12-10,1106.25,1098.68994140625,1098.68994140625,1102.3499755859375,3996490000,1102.3499755859375
2009-12-11,1108.5,1101.3399658203125,1103.9599609375,1106.4100341796875,3791090000,1106.4100341796875
2009-12-14,1114.760009765625,1107.8399658203125,1107.8399658203125,1114.1099853515625,4548490000,1114.1099853515625
2009-12-15,1114.1099853515625,1105.3499755859375,1114.1099853515625,1107.9300537109375,5045100000,1107.9300537109375
2009-12-16,1116.2099609375,1107.9599609375,1108.6099853515625,1109.1800537109375,4829820000,1109.1800537109375
2009-12-17,1106.3599853515625,1095.8800048828125,1106.3599853515625,1096.0799560546875,7615070000,1096.0799560546875
2009-12-18,1103.739990234375,1093.8800048828125,1097.8599853515625,1102.469970703125,6325890000,1102.469970703125
2009-12-21,1117.6800537109375,1105.31005859375,1105.31005859375,1114.050048828125,3977340000,1114.050048828125
2009-12-22,1120.27001953125,1114.510009765625,1114.510009765625,1118.02001953125,3641130000,1118.02001953125
2009-12-23,1121.5799560546875,1116.0,1118.8399658203125,1120.5899658203125,3166870000,1120.5899658203125
2009-12-24,1126.47998046875,1121.0799560546875,1121.0799560546875,1126.47998046875,1267710000,1126.47998046875
2009-12-28,1130.3800048828125,1123.510009765625,1127.530029296875,1127.780029296875,2716400000,1127.780029296875
2009-12-29,1130.3800048828125,1126.0799560546875,1128.550048828125,1126.199951171875,2491020000,1126.199951171875
2009-12-30,1126.4200439453125,1121.93994140625,1125.530029296875,1126.4200439453125,2277300000,1126.4200439453125
2009-12-31,1127.6400146484375,1114.81005859375,1126.5999755859375,1115.0999755859375,2076990000,1115.0999755859375
2010-01-04,1133.8699951171875,1116.56005859375,1116.56005859375,1132.989990234375,3991400000,1132.989990234375
2010-01-05,1136.6300048828125,1129.6600341796875,1132.6600341796875,1136.52001953125,2491020000,1136.52001953125
2010-01-06,1139.18994140625,1133.949951171875,1135.7099609375,1137.1400146484375,4972660000,1137.1400146484375
2010-01-07,1142.4599609375,1131.3199462890625,1136.27001953125,1141.68994140625,5270680000,1141.68994140625
2010-01-08,1145.3900146484375,1136.219970703125,1140.52001953125,1144.97998046875,4389590000,1144.97998046875
2010-01-11,1149.739990234375,1142.02001953125,1145.9599609375,1146.97998046875,4255780000,1146.97998046875
2010-01-12,1143.81005859375,1131.77001953125,1143.81005859375,1136.219970703125,4716160000,1136.219970703125
2010-01-13,1148.4000244140625,1133.1800537109375,1137.31005859375,1145.6800537109375,4170360000,1145.6800537109375
2010-01-14,1150.4100341796875,1143.800048828125,1145.6800537109375,1148.4599609375,3915200000,1148.4599609375
2010-01-15,1147.77001953125,1131.3900146484375,1147.719970703125,1136.030029296875,4758730000,1136.030029296875
2010-01-19,1150.449951171875,1135.77001953125,1136.030029296875,1150.22998046875,4724830000,1150.22998046875
2010-01-20,1147.949951171875,1129.25,1147.949951171875,1138.0400390625,4810560000,1138.0400390625
2010-01-21,1141.5799560546875,1114.8399658203125,1138.6800537109375,1116.47998046875,6874290000,1116.47998046875
2010-01-22,1115.489990234375,1090.1800537109375,1115.489990234375,1091.760009765625,6208650000,1091.760009765625
2010-01-25,1102.969970703125,1092.4000244140625,1092.4000244140625,1096.780029296875,4481390000,1096.780029296875
2010-01-26,1103.68994140625,1089.8599853515625,1095.800048828125,1092.1700439453125,4731910000,1092.1700439453125
2010-01-27,1099.510009765625,1083.1099853515625,1091.93994140625,1097.5,5319120000,1097.5
2010-01-28,1100.219970703125,1078.4599609375,1096.9300537109375,1084.530029296875,5452400000,1084.530029296875
2010-01-29,1096.449951171875,1071.5899658203125,1087.6099853515625,1073.8699951171875,5412850000,1073.8699951171875
2010-02-01,1089.3800048828125,1073.8900146484375,1073.8900146484375,1089.18994140625,4077610000,1089.18994140625
2010-02-02,1104.72998046875,1087.9599609375,1090.050048828125,1103.3199462890625,4749540000,1103.3199462890625
2010-02-03,1102.719970703125,1093.969970703125,1100.6700439453125,1097.280029296875,4285450000,1097.280029296875
2010-02-04,1097.25,1062.780029296875,1097.25,1063.1099853515625,5859690000,1063.1099853515625
2010-02-05,1067.1300048828125,1044.5,1064.1199951171875,1066.18994140625,6438900000,1066.18994140625
2010-02-08,1071.199951171875,1056.510009765625,1065.510009765625,1056.739990234375,4089820000,1056.739990234375
2010-02-09,1079.280029296875,1060.06005859375,1060.06005859375,1070.52001953125,5114260000,1070.52001953125
2010-02-10,1073.6700439453125,1059.3399658203125,1069.6800537109375,1068.1300048828125,4251450000,1068.1300048828125
2010-02-11,1080.0400390625,1060.5899658203125,1067.0999755859375,1078.469970703125,4400870000,1078.469970703125
2010-02-12,1077.81005859375,1062.969970703125,1075.949951171875,1075.510009765625,4160680000,1075.510009765625
2010-02-16,1095.6700439453125,1079.1300048828125,1079.1300048828125,1094.8699951171875,4080770000,1094.8699951171875
2010-02-17,1101.030029296875,1094.719970703125,1096.1400146484375,1099.510009765625,4259230000,1099.510009765625
2010-02-18,1108.239990234375,1097.47998046875,1099.030029296875,1106.75,3878620000,1106.75
2010-02-19,1112.4200439453125,1100.800048828125,1105.489990234375,1109.1700439453125,3944280000,1109.1700439453125
2010-02-22,1112.2900390625,1105.3800048828125,1110.0,1108.010009765625,3814440000,1108.010009765625
2010-02-23,1108.5799560546875,1092.1800537109375,1107.489990234375,1094.5999755859375,4521050000,1094.5999755859375
2010-02-24,1106.4200439453125,1095.5,1095.8900146484375,1105.239990234375,4168360000,1105.239990234375
2010-02-25,1103.5,1086.02001953125,1101.239990234375,1102.93994140625,4521130000,1102.93994140625
2010-02-26,1107.239990234375,1097.56005859375,1103.0999755859375,1104.489990234375,3945190000,1104.489990234375
2010-03-01,1116.1099853515625,1105.3599853515625,1105.3599853515625,1115.7099609375,3847640000,1115.7099609375
2010-03-02,1123.4599609375,1116.510009765625,1117.010009765625,1118.31005859375,4134680000,1118.31005859375
2010-03-03,1125.6400146484375,1116.5799560546875,1119.3599853515625,1118.7900390625,3951320000,1118.7900390625
2010-03-04,1123.72998046875,1116.6600341796875,1119.1199951171875,1122.969970703125,3945010000,1122.969970703125
2010-03-05,1139.3800048828125,1125.1199951171875,1125.1199951171875,1138.699951171875,4133000000,1138.699951171875
2010-03-08,1141.050048828125,1136.77001953125,1138.4000244140625,1138.5,3774680000,1138.5
2010-03-09,1145.3699951171875,1134.9000244140625,1137.56005859375,1140.449951171875,5185570000,1140.449951171875
2010-03-10,1148.260009765625,1140.0899658203125,1140.219970703125,1145.6099853515625,5469120000,1145.6099853515625
2010-03-11,1150.239990234375,1138.989990234375,1143.9599609375,1150.239990234375,4669060000,1150.239990234375
2010-03-12,1153.4100341796875,1146.969970703125,1151.7099609375,1149.989990234375,4928160000,1149.989990234375
2010-03-15,1150.97998046875,1141.449951171875,1148.530029296875,1150.510009765625,4164110000,1150.510009765625
2010-03-16,1160.280029296875,1150.3499755859375,1150.8299560546875,1159.4599609375,4369770000,1159.4599609375
2010-03-17,1169.8399658203125,1159.93994140625,1159.93994140625,1166.2099609375,4963200000,1166.2099609375
2010-03-18,1167.77001953125,1161.1600341796875,1166.1300048828125,1165.8299560546875,4234510000,1165.8299560546875
2010-03-19,1169.199951171875,1155.3299560546875,1166.6800537109375,1159.9000244140625,5212410000,1159.9000244140625
2010-03-22,1167.8199462890625,1152.8800048828125,1157.25,1165.81005859375,4261680000,1165.81005859375
2010-03-23,1174.719970703125,1163.8299560546875,1166.469970703125,1174.1700439453125,4411640000,1174.1700439453125
2010-03-24,1173.0400390625,1166.010009765625,1172.699951171875,1167.719970703125,4705750000,1167.719970703125
2010-03-25,1180.68994140625,1165.0899658203125,1170.030029296875,1165.72998046875,5668900000,1165.72998046875
2010-03-26,1173.9300537109375,1161.47998046875,1167.5799560546875,1166.5899658203125,4708420000,1166.5899658203125
2010-03-29,1174.8499755859375,1167.7099609375,1167.7099609375,1173.219970703125,4375580000,1173.219970703125
2010-03-30,1177.8299560546875,1168.9200439453125,1173.75,1173.27001953125,4085000000,1173.27001953125
2010-03-31,1174.56005859375,1165.77001953125,1171.75,1169.4300537109375,4484340000,1169.4300537109375
2010-04-01,1181.4300537109375,1170.68994140625,1171.22998046875,1178.0999755859375,4006870000,1178.0999755859375
2010-04-05,1187.72998046875,1178.7099609375,1178.7099609375,1187.43994140625,3881620000,1187.43994140625
2010-04-06,1191.800048828125,1182.77001953125,1186.010009765625,1189.43994140625,4086180000,1189.43994140625
2010-04-07,1189.5999755859375,1177.25,1188.22998046875,1182.449951171875,5101430000,1182.449951171875
2010-04-08,1188.550048828125,1175.1199951171875,1181.75,1186.43994140625,4726970000,1186.43994140625
2010-04-09,1194.6600341796875,1187.1500244140625,1187.469970703125,1194.3699951171875,4511570000,1194.3699951171875
2010-04-12,1199.199951171875,1194.7099609375,1194.93994140625,1196.47998046875,4607090000,1196.47998046875
2010-04-13,1199.0400390625,1188.8199462890625,1195.93994140625,1197.300048828125,5403580000,1197.300048828125
2010-04-14,1210.6500244140625,1198.68994140625,1198.68994140625,1210.6500244140625,5760040000,1210.6500244140625
2010-04-15,1213.9200439453125,1208.5,1210.77001953125,1211.6700439453125,5995330000,1211.6700439453125
2010-04-16,1210.1700439453125,1186.77001953125,1210.1700439453125,1192.1300048828125,8108470000,1192.1300048828125
2010-04-19,1197.8699951171875,1183.6800537109375,1192.06005859375,1197.52001953125,6597740000,1197.52001953125
2010-04-20,1208.5799560546875,1199.0400390625,1199.0400390625,1207.1700439453125,5316590000,1207.1700439453125
2010-04-21,1210.989990234375,1198.8499755859375,1207.1600341796875,1205.93994140625,5724310000,1205.93994140625
2010-04-22,1210.27001953125,1190.18994140625,1202.52001953125,1208.6700439453125,6035780000,1208.6700439453125
2010-04-23,1217.280029296875,1205.0999755859375,1207.8699951171875,1217.280029296875,5326060000,1217.280029296875
2010-04-26,1219.800048828125,1211.0699462890625,1217.0699462890625,1212.050048828125,5647760000,1212.050048828125
2010-04-27,1211.3800048828125,1181.6199951171875,1209.9200439453125,1183.7099609375,7454540000,1183.7099609375
2010-04-28,1195.050048828125,1181.81005859375,1184.5899658203125,1191.3599853515625,6342310000,1191.3599853515625
2010-04-29,1209.3599853515625,1193.300048828125,1193.300048828125,1206.780029296875,6059410000,1206.780029296875
2010-04-30,1207.989990234375,1186.3199462890625,1206.77001953125,1186.68994140625,6048260000,1186.68994140625
2010-05-03,1205.1300048828125,1188.5799560546875,1188.5799560546875,1202.260009765625,4938050000,1202.260009765625
2010-05-04,1197.5,1168.1199951171875,1197.5,1173.5999755859375,6594720000,1173.5999755859375
2010-05-05,1175.949951171875,1158.1500244140625,1169.239990234375,1165.8699951171875,6795940000,1165.8699951171875
2010-05-06,1167.5799560546875,1065.7900390625,1164.3800048828125,1128.1500244140625,10617810000,1128.1500244140625
2010-05-07,1135.1300048828125,1094.1500244140625,1127.0400390625,1110.8800048828125,9472910000,1110.8800048828125
2010-05-10,1163.8499755859375,1122.27001953125,1122.27001953125,1159.72998046875,6893700000,1159.72998046875
2010-05-11,1170.47998046875,1147.7099609375,1156.3900146484375,1155.7900390625,5842550000,1155.7900390625
2010-05-12,1172.8699951171875,1155.4300537109375,1155.4300537109375,1171.6700439453125,5225460000,1171.6700439453125
2010-05-13,1173.5699462890625,1156.1400146484375,1170.0400390625,1157.43994140625,4870640000,1157.43994140625
2010-05-14,1157.18994140625,1126.1400146484375,1157.18994140625,1135.6800537109375,6126400000,1135.6800537109375
2010-05-17,1141.8800048828125,1114.9599609375,1136.52001953125,1136.93994140625,5922920000,1136.93994140625
2010-05-18,1148.6600341796875,1117.199951171875,1138.780029296875,1120.800048828125,6170840000,1120.800048828125
2010-05-19,1124.27001953125,1100.6600341796875,1119.5699462890625,1115.050048828125,6765800000,1115.050048828125
2010-05-20,1107.3399658203125,1071.5799560546875,1107.3399658203125,1071.5899658203125,8328570000,1071.5899658203125
2010-05-21,1090.1600341796875,1055.9000244140625,1067.260009765625,1087.68994140625,5452130000,1087.68994140625
2010-05-24,1089.949951171875,1072.699951171875,1084.780029296875,1073.6500244140625,5224040000,1073.6500244140625
2010-05-25,1074.75,1040.780029296875,1067.4200439453125,1074.030029296875,7329580000,1074.030029296875
2010-05-26,1090.75,1065.5899658203125,1075.510009765625,1067.949951171875,4521050000,1067.949951171875
2010-05-27,1103.52001953125,1074.27001953125,1074.27001953125,1103.06005859375,5698460000,1103.06005859375
2010-05-28,1102.5899658203125,1084.780029296875,1102.5899658203125,1089.4100341796875,4871210000,1089.4100341796875
2010-06-01,1094.77001953125,1069.8900146484375,1087.300048828125,1070.7099609375,5271480000,1070.7099609375
2010-06-02,1098.56005859375,1072.030029296875,1073.010009765625,1098.3800048828125,5026360000,1098.3800048828125
2010-06-03,1105.6700439453125,1091.81005859375,1098.8199462890625,1102.8299560546875,4995970000,1102.8299560546875
2010-06-04,1098.4300537109375,1060.5,1098.4300537109375,1064.8800048828125,6180580000,1064.8800048828125
2010-06-07,1071.3599853515625,1049.8599853515625,1065.8399658203125,1050.469970703125,5467560000,1050.469970703125
2010-06-08,1063.1500244140625,1042.1700439453125,1050.81005859375,1062.0,6192750000,1062.0
2010-06-09,1077.739990234375,1052.25,1062.75,1055.68994140625,5983200000,1055.68994140625
2010-06-10,1087.8499755859375,1058.77001953125,1058.77001953125,1086.8399658203125,5144780000,1086.8399658203125
2010-06-11,1092.25,1077.1199951171875,1082.6500244140625,1091.5999755859375,4059280000,1091.5999755859375
2010-06-14,1105.9100341796875,1089.030029296875,1095.0,1089.6300048828125,4425830000,1089.6300048828125
2010-06-15,1115.5899658203125,1091.2099609375,1091.2099609375,1115.22998046875,4644490000,1115.22998046875
2010-06-16,1118.739990234375,1107.1300048828125,1114.02001953125,1114.6099853515625,5002600000,1114.6099853515625
2010-06-17,1117.719970703125,1105.8699951171875,1115.97998046875,1116.0400390625,4557760000,1116.0400390625
2010-06-18,1121.010009765625,1113.9300537109375,1116.1600341796875,1117.510009765625,4555360000,1117.510009765625
2010-06-21,1131.22998046875,1108.239990234375,1122.7900390625,1113.199951171875,4514360000,1113.199951171875
2010-06-22,1118.5,1094.1800537109375,1113.9000244140625,1095.31005859375,4514380000,1095.31005859375
2010-06-23,1099.6400146484375,1085.31005859375,1095.5699462890625,1092.0400390625,4526150000,1092.0400390625
2010-06-24,1090.9300537109375,1071.5999755859375,1090.9300537109375,1073.68994140625,4814830000,1073.68994140625
2010-06-25,1083.56005859375,1067.8900146484375,1075.0999755859375,1076.760009765625,5128840000,1076.760009765625
2010-06-28,1082.5999755859375,1071.449951171875,1077.5,1074.5699462890625,3896410000,1074.5699462890625
2010-06-29,1071.0999755859375,1035.1800537109375,1071.0999755859375,1041.239990234375,6136700000,1041.239990234375
2010-06-30,1048.0799560546875,1028.3299560546875,1040.56005859375,1030.7099609375,5067080000,1030.7099609375
2010-07-01,1033.5799560546875,1010.9099731445312,1031.0999755859375,1027.3699951171875,6435770000,1027.3699951171875
2010-07-02,1032.949951171875,1015.9299926757812,1027.6500244140625,1022.5800170898438,3968500000,1022.5800170898438
2010-07-06,1042.5,1018.3499755859375,1028.0899658203125,1028.06005859375,4691240000,1028.06005859375
2010-07-07,1060.8900146484375,1028.5400390625,1028.5400390625,1060.27001953125,4931220000,1060.27001953125
2010-07-08,1071.25,1058.239990234375,1062.9200439453125,1070.25,4548460000,1070.25
2010-07-09,1078.1600341796875,1068.0999755859375,1070.5,1077.9599609375,3506570000,1077.9599609375
2010-07-12,1080.780029296875,1070.449951171875,1077.22998046875,1078.75,3426990000,1078.75
2010-07-13,1099.4599609375,1080.6500244140625,1080.6500244140625,1095.3399658203125,4640460000,1095.3399658203125
2010-07-14,1099.0799560546875,1087.6800537109375,1095.6099853515625,1095.1700439453125,4521050000,1095.1700439453125
2010-07-15,1098.6600341796875,1080.530029296875,1094.4599609375,1096.47998046875,4552470000,1096.47998046875
2010-07-16,1093.8499755859375,1063.3199462890625,1093.8499755859375,1064.8800048828125,5297350000,1064.8800048828125
2010-07-19,1074.699951171875,1061.1099853515625,1066.8499755859375,1071.25,4089500000,1071.25
2010-07-20,1083.93994140625,1056.8800048828125,1064.530029296875,1083.47998046875,4713280000,1083.47998046875
2010-07-21,1088.9599609375,1065.25,1086.6700439453125,1069.5899658203125,4747180000,1069.5899658203125
2010-07-22,1097.5,1072.1400146484375,1072.1400146484375,1093.6700439453125,4826900000,1093.6700439453125
2010-07-23,1103.72998046875,1087.8800048828125,1092.1700439453125,1102.6600341796875,4524570000,1102.6600341796875
2010-07-26,1115.010009765625,1101.300048828125,1102.8900146484375,1115.010009765625,4009650000,1115.010009765625
2010-07-27,1120.949951171875,1109.780029296875,1117.3599853515625,1113.8399658203125,4725690000,1113.8399658203125
2010-07-28,1114.6600341796875,1103.1099853515625,1112.8399658203125,1106.1300048828125,4002390000,1106.1300048828125
2010-07-29,1115.9000244140625,1092.8199462890625,1108.0699462890625,1101.530029296875,4612420000,1101.530029296875
2010-07-30,1106.43994140625,1088.010009765625,1098.43994140625,1101.5999755859375,4006450000,1101.5999755859375
2010-08-02,1127.300048828125,1107.530029296875,1107.530029296875,1125.8599853515625,4144180000,1125.8599853515625
2010-08-03,1125.43994140625,1116.760009765625,1125.3399658203125,1120.4599609375,4071820000,1120.4599609375
2010-08-04,1128.75,1119.4599609375,1121.06005859375,1127.239990234375,4057850000,1127.239990234375
2010-08-05,1126.56005859375,1118.81005859375,1125.780029296875,1125.81005859375,3685560000,1125.81005859375
2010-08-06,1123.06005859375,1107.1700439453125,1122.0699462890625,1121.6400146484375,3857890000,1121.6400146484375
2010-08-09,1129.239990234375,1120.9100341796875,1122.800048828125,1127.7900390625,3979360000,1127.7900390625
2010-08-10,1127.1600341796875,1111.5799560546875,1122.9200439453125,1121.06005859375,3979360000,1121.06005859375
2010-08-11,1116.8900146484375,1088.550048828125,1116.8900146484375,1089.469970703125,4511860000,1089.469970703125
2010-08-12,1086.719970703125,1076.68994140625,1081.47998046875,1083.6099853515625,4521050000,1083.6099853515625
2010-08-13,1086.25,1079.0,1082.219970703125,1079.25,3328890000,1079.25
2010-08-16,1082.6199951171875,1069.489990234375,1077.489990234375,1079.3800048828125,3142450000,1079.3800048828125
2010-08-17,1100.1400146484375,1081.1600341796875,1081.1600341796875,1092.5400390625,3968210000,1092.5400390625
2010-08-18,1099.77001953125,1085.760009765625,1092.0799560546875,1094.1600341796875,3724260000,1094.1600341796875
2010-08-19,1092.43994140625,1070.6600341796875,1092.43994140625,1075.6300048828125,4290540000,1075.6300048828125
2010-08-20,1075.6300048828125,1063.9100341796875,1075.6300048828125,1071.68994140625,3761570000,1071.68994140625
2010-08-23,1081.5799560546875,1067.0799560546875,1073.3599853515625,1067.3599853515625,3210950000,1067.3599853515625
2010-08-24,1063.199951171875,1046.6800537109375,1063.199951171875,1051.8699951171875,4436330000,1051.8699951171875
2010-08-25,1059.3800048828125,1039.8299560546875,1048.97998046875,1055.3299560546875,4360190000,1055.3299560546875
2010-08-26,1061.449951171875,1045.4000244140625,1056.280029296875,1047.219970703125,3646710000,1047.219970703125
2010-08-27,1065.2099609375,1039.699951171875,1049.27001953125,1064.5899658203125,4102460000,1064.5899658203125
2010-08-30,1064.4000244140625,1048.7900390625,1062.9000244140625,1048.9200439453125,2917990000,1048.9200439453125
2010-08-31,1055.1400146484375,1040.8800048828125,1046.8800048828125,1049.3299560546875,4038770000,1049.3299560546875
2010-09-01,1081.300048828125,1049.719970703125,1049.719970703125,1080.2900390625,4396880000,1080.2900390625
2010-09-02,1090.0999755859375,1080.3900146484375,1080.6600341796875,1090.0999755859375,3704210000,1090.0999755859375
2010-09-03,1105.0999755859375,1093.6099853515625,1093.6099853515625,1104.510009765625,3534500000,1104.510009765625
2010-09-07,1102.5999755859375,1091.1500244140625,1102.5999755859375,1091.8399658203125,3107380000,1091.8399658203125
2010-09-08,1103.260009765625,1092.3599853515625,1092.3599853515625,1098.8699951171875,3224640000,1098.8699951171875
2010-09-09,1110.27001953125,1101.1500244140625,1101.1500244140625,1104.1800537109375,3387770000,1104.1800537109375
2010-09-10,1110.8800048828125,1103.9200439453125,1104.5699462890625,1109.550048828125,3061160000,1109.550048828125
2010-09-13,1123.8699951171875,1113.3800048828125,1113.3800048828125,1121.9000244140625,4521050000,1121.9000244140625
2010-09-14,1127.3599853515625,1115.5799560546875,1121.1600341796875,1121.0999755859375,4521050000,1121.0999755859375
2010-09-15,1126.4599609375,1114.6300048828125,1119.4300537109375,1125.0699462890625,3369840000,1125.0699462890625
2010-09-16,1125.43994140625,1118.8800048828125,1123.8900146484375,1124.6600341796875,3364080000,1124.6600341796875
2010-09-17,1131.469970703125,1122.4300537109375,1126.3900146484375,1125.5899658203125,4086140000,1125.5899658203125
2010-09-20,1144.8599853515625,1126.5699462890625,1126.5699462890625,1142.7099609375,3364080000,1142.7099609375
2010-09-21,1148.5899658203125,1136.219970703125,1142.8199462890625,1139.780029296875,4175660000,1139.780029296875
2010-09-22,1144.3800048828125,1131.5799560546875,1139.489990234375,1134.280029296875,3911070000,1134.280029296875
2010-09-23,1136.77001953125,1122.7900390625,1131.0999755859375,1124.8299560546875,3847850000,1124.8299560546875
2010-09-24,1148.9000244140625,1131.68994140625,1131.68994140625,1148.6700439453125,4123950000,1148.6700439453125
2010-09-27,1149.9200439453125,1142.0,1148.6400146484375,1142.1600341796875,3587860000,1142.1600341796875
2010-09-28,1150.0,1132.0899658203125,1142.31005859375,1147.699951171875,4025840000,1147.699951171875
2010-09-29,1148.6300048828125,1140.260009765625,1146.75,1144.72998046875,3990280000,1144.72998046875
2010-09-30,1157.1600341796875,1136.0799560546875,1145.969970703125,1141.199951171875,4284160000,1141.199951171875
2010-10-01,1150.300048828125,1139.4200439453125,1143.489990234375,1146.239990234375,4298910000,1146.239990234375
